2025-06-29 14:10:47,479 | __main__ | INFO | run_pipeline.py:517 | 🚀 Starting interactive chat session
2025-06-29 14:11:40,572 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-06-29 14:11:41,011 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:107 | Initialized ConfidenceCalibrator with method=both
2025-06-29 14:11:41,011 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:473 | No saved calibration models found
2025-06-29 14:11:41,012 | pynucleus.eval.confidence_calibration | WARNING | confidence_calibration.py:313 | Calibration models not trained, returning original confidence
2025-06-29 14:11:41,012 | pynucleus | INFO | engine.py:485 | Applied confidence calibration: {'original': 0.73, 'calibrated': 0.73}
2025-06-29 14:12:01,403 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 20.37s
2025-06-29 14:12:17,757 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-29 14:12:17,757 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 2239 characters
2025-06-29 14:12:17,757 | pynucleus | INFO | engine.py:416 | Question complexity: Simple, Token limit: 250, Context length: 2239
2025-06-29 14:12:17,757 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-06-29 14:12:34,185 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 9 -> 9 sentences
2025-06-29 14:12:34,186 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 9 -> 9 sentences
2025-06-29 14:12:34,188 | pynucleus | INFO | answer_processing.py:182 | Added citation to answer lacking proper citations
2025-06-29 14:12:34,188 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-06-29 14:12:34,188 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-29 14:12:52,546 | pynucleus.eval.confidence_calibration | WARNING | confidence_calibration.py:313 | Calibration models not trained, returning original confidence
2025-06-29 14:12:52,546 | pynucleus | INFO | engine.py:485 | Applied confidence calibration: {'original': 0.64, 'calibrated': 0.64}
2025-06-29 14:13:18,669 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 26.11s
2025-06-29 14:13:47,115 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-29 14:13:47,115 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 2425 characters
2025-06-29 14:13:47,115 | pynucleus | INFO | engine.py:416 | Question complexity: Simple, Token limit: 250, Context length: 2425
2025-06-29 14:13:47,116 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-06-29 14:14:03,624 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 6 -> 6 sentences
2025-06-29 14:14:03,624 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 6 -> 6 sentences
2025-06-29 14:14:03,624 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-06-29 14:14:03,624 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-29 14:14:22,215 | pynucleus.eval.confidence_calibration | WARNING | confidence_calibration.py:313 | Calibration models not trained, returning original confidence
2025-06-29 14:14:22,216 | pynucleus | INFO | engine.py:485 | Applied confidence calibration: {'original': 0.61, 'calibrated': 0.61}
2025-06-29 14:14:52,660 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 30.42s
2025-06-29 14:15:38,813 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-29 14:15:38,814 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 1611 characters
2025-06-29 14:15:38,814 | pynucleus | INFO | engine.py:416 | Question complexity: Simple, Token limit: 250, Context length: 1611
2025-06-29 14:15:38,814 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-06-29 14:15:55,991 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 5 -> 5 sentences
2025-06-29 14:15:55,992 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 5 -> 5 sentences
2025-06-29 14:15:55,992 | pynucleus | INFO | answer_processing.py:182 | Added citation to answer lacking proper citations
2025-06-29 14:15:55,992 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-06-29 14:15:55,992 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-29 14:16:14,192 | pynucleus.eval.confidence_calibration | WARNING | confidence_calibration.py:313 | Calibration models not trained, returning original confidence
2025-06-29 14:16:14,192 | pynucleus | INFO | engine.py:485 | Applied confidence calibration: {'original': 0.483, 'calibrated': 0.483}
2025-06-29 14:17:07,143 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 52.84s
