2025-07-03 13:39:10,112 | diagnostic_runner_file | INFO | runner.py:240 | scripts/validate_rag_factual_accuracy.py - Execution OK
2025-07-03 13:39:10,309 | diagnostic_runner_file | INFO | runner.py:240 | DWSIM Integration: HEALTHY
2025-07-03 13:39:10,309 | diagnostic_runner_file | INFO | runner.py:240 | Overall Integration: ISSUES
2025-07-03 13:39:10,310 | diagnostic_runner_file | INFO | runner.py:240 | --- SCRIPT CATEGORY BREAKDOWN ---
2025-07-03 13:39:10,310 | diagnostic_runner_file | INFO | runner.py:240 | Core Pipeline Scripts: 6/17 (35.3%)
2025-07-03 13:39:10,310 | diagnostic_runner_file | INFO | runner.py:240 | Integration & LLM Scripts: 13/21 (61.9%)
2025-07-03 13:39:10,311 | diagnostic_runner_file | INFO | runner.py:240 | Entry Point Scripts: 2/2 (100.0%)
2025-07-03 13:39:10,311 | diagnostic_runner_file | INFO | runner.py:240 | Test Scripts: 5/8 (62.5%)
2025-07-03 13:39:10,311 | diagnostic_runner_file | INFO | runner.py:240 | Validation Scripts: 4/4 (100.0%)
2025-07-03 13:39:10,312 | diagnostic_runner_file | INFO | runner.py:240 | --- FINAL ASSESSMENT ---
2025-07-03 13:39:10,312 | diagnostic_runner_file | INFO | runner.py:240 | Overall Success Rate: 90.9%
2025-07-03 13:39:10,312 | diagnostic_runner_file | INFO | runner.py:240 | SYSTEM STATUS: VERY GOOD
2025-07-03 13:39:10,312 | diagnostic_runner_file | INFO | runner.py:240 | System is in excellent condition with minor issues.
2025-07-03 13:39:10,313 | diagnostic_runner_file | INFO | runner.py:240 | Script validation results saved to: data/validation/diagnostic_results/diagnostic_script_validation_20250703_133910.json
