2025-06-18 15:44:42,680 | __main__ | INFO | run_pipeline.py:416 | 🚀 Starting RAG query
2025-06-18 15:44:48,200 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json HTTP/1.1" 200 0
2025-06-18 15:44:48,282 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
2025-06-18 15:44:48,342 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=False&expand=False HTTP/1.1" 404 64
2025-06-18 15:44:48,473 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/sentence-transformers/all-MiniLM-L6-v2/revision/main HTTP/1.1" 200 6834
2025-06-18 15:44:48,537 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/sentence-transformers/all-MiniLM-L6-v2 HTTP/1.1" 200 6834
2025-06-18 15:44:48,599 | faiss.loader | DEBUG | loader.py:89 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2025-06-18 15:44:48,600 | faiss.loader | INFO | loader.py:148 | Loading faiss.
2025-06-18 15:44:48,627 | faiss.loader | INFO | loader.py:150 | Successfully loaded faiss.
2025-06-18 15:44:48,630 | faiss | INFO | __init__.py:174 | Failed to load GPU Faiss: name 'GpuIndexIVFFlat' is not defined. Will not load constructor refs for GPU indexes. This is only an error if you're trying to use GPU Faiss.
2025-06-18 15:44:48,657 | pynucleus.rag.vector_store | INFO | vector_store.py:349 | Successfully loaded FAISS index from data/04_models/chunk_reports/pynucleus_mcp.faiss
2025-06-18 15:44:48,657 | pynucleus.rag.vector_store | INFO | vector_store.py:354 | FAISS index contains 7141 vectors
2025-06-18 15:44:48,657 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:32 | Real FAISS vector store initialized successfully
2025-06-18 15:44:48,657 | __main__ | INFO | run_pipeline.py:426 | 🔄 Processing question...
2025-06-18 15:44:49,221 | pynucleus.rag.vector_store | INFO | vector_store.py:404 | FAISS search for 'What is process intensification?...' returned 5 results
2025-06-18 15:44:49,221 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:97 | RAG query processed: What is process intensification?...
2025-06-18 15:44:49,221 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: microsoft/DialoGPT-large
2025-06-18 15:44:49,279 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
2025-06-18 15:44:49,280 | filelock | DEBUG | _api.py:331 | Attempting to acquire lock 6105468272 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/42319b5e84e92687356f5361cd83c2773675c35a.lock
2025-06-18 15:44:49,280 | filelock | DEBUG | _api.py:334 | Lock 6105468272 acquired on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/42319b5e84e92687356f5361cd83c2773675c35a.lock
2025-06-18 15:44:49,402 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /microsoft/DialoGPT-large/resolve/main/tokenizer_config.json HTTP/1.1" 200 614
2025-06-18 15:44:49,405 | filelock | DEBUG | _api.py:364 | Attempting to release lock 6105468272 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/42319b5e84e92687356f5361cd83c2773675c35a.lock
2025-06-18 15:44:49,405 | filelock | DEBUG | _api.py:367 | Lock 6105468272 released on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/42319b5e84e92687356f5361cd83c2773675c35a.lock
2025-06-18 15:44:49,478 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/microsoft/DialoGPT-large/tree/main/additional_chat_templates?recursive=False&expand=False HTTP/1.1" 404 64
2025-06-18 15:44:49,549 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/vocab.json HTTP/1.1" 200 0
2025-06-18 15:44:49,551 | filelock | DEBUG | _api.py:331 | Attempting to acquire lock 6105853264 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1f1d9aaca301414e7f6c9396df506798ff4eb9a6.lock
2025-06-18 15:44:49,551 | filelock | DEBUG | _api.py:334 | Lock 6105853264 acquired on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1f1d9aaca301414e7f6c9396df506798ff4eb9a6.lock
2025-06-18 15:44:49,630 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /microsoft/DialoGPT-large/resolve/main/vocab.json HTTP/1.1" 200 1042301
2025-06-18 15:44:49,743 | filelock | DEBUG | _api.py:364 | Attempting to release lock 6105853264 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1f1d9aaca301414e7f6c9396df506798ff4eb9a6.lock
2025-06-18 15:44:49,743 | filelock | DEBUG | _api.py:367 | Lock 6105853264 released on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1f1d9aaca301414e7f6c9396df506798ff4eb9a6.lock
2025-06-18 15:44:49,806 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/merges.txt HTTP/1.1" 200 0
2025-06-18 15:44:49,807 | filelock | DEBUG | _api.py:331 | Attempting to acquire lock 6105853264 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/226b0752cac7789c48f0cb3ec53eda48b7be36cc.lock
2025-06-18 15:44:49,807 | filelock | DEBUG | _api.py:334 | Lock 6105853264 acquired on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/226b0752cac7789c48f0cb3ec53eda48b7be36cc.lock
2025-06-18 15:44:49,886 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /microsoft/DialoGPT-large/resolve/main/merges.txt HTTP/1.1" 200 456318
2025-06-18 15:44:49,906 | filelock | DEBUG | _api.py:364 | Attempting to release lock 6105853264 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/226b0752cac7789c48f0cb3ec53eda48b7be36cc.lock
2025-06-18 15:44:49,906 | filelock | DEBUG | _api.py:367 | Lock 6105853264 released on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/226b0752cac7789c48f0cb3ec53eda48b7be36cc.lock
2025-06-18 15:44:49,974 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/tokenizer.json HTTP/1.1" 404 0
2025-06-18 15:44:50,041 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/added_tokens.json HTTP/1.1" 404 0
2025-06-18 15:44:50,109 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/special_tokens_map.json HTTP/1.1" 404 0
2025-06-18 15:44:50,262 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/chat_template.jinja HTTP/1.1" 404 0
2025-06-18 15:44:50,541 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/config.json HTTP/1.1" 200 0
2025-06-18 15:44:50,542 | filelock | DEBUG | _api.py:331 | Attempting to acquire lock 4377282112 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/6651cf99dd4a6bb8288c5e5116acf892958244d1.lock
2025-06-18 15:44:50,542 | filelock | DEBUG | _api.py:334 | Lock 4377282112 acquired on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/6651cf99dd4a6bb8288c5e5116acf892958244d1.lock
2025-06-18 15:44:50,606 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /microsoft/DialoGPT-large/resolve/main/config.json HTTP/1.1" 200 642
2025-06-18 15:44:50,607 | filelock | DEBUG | _api.py:364 | Attempting to release lock 4377282112 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/6651cf99dd4a6bb8288c5e5116acf892958244d1.lock
2025-06-18 15:44:50,607 | filelock | DEBUG | _api.py:367 | Lock 4377282112 released on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/6651cf99dd4a6bb8288c5e5116acf892958244d1.lock
2025-06-18 15:44:50,678 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/model.safetensors HTTP/1.1" 404 0
2025-06-18 15:44:50,742 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/model.safetensors.index.json HTTP/1.1" 404 0
2025-06-18 15:44:51,177 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/pytorch_model.bin HTTP/1.1" 302 0
2025-06-18 15:44:51,180 | filelock | DEBUG | _api.py:331 | Attempting to acquire lock 4377282416 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1165cf0e23661205408696184a2902b5208a4ff08b08b272d1e3e03d43da85e5.lock
2025-06-18 15:44:51,181 | filelock | DEBUG | _api.py:334 | Lock 4377282416 acquired on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1165cf0e23661205408696184a2902b5208a4ff08b08b272d1e3e03d43da85e5.lock
2025-06-18 15:44:51,185 | urllib3.connectionpool | DEBUG | connectionpool.py:1049 | Starting new HTTPS connection (1): cdn-lfs.hf.co:443
2025-06-18 15:44:51,314 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://cdn-lfs.hf.co:443 "GET /microsoft/DialoGPT-large/1165cf0e23661205408696184a2902b5208a4ff08b08b272d1e3e03d43da85e5?response-content-disposition=inline%3B+filename*%3DUTF-8%27%27pytorch_model.bin%3B+filename%3D%22pytorch_model.bin%22%3B&response-content-type=application%2Foctet-stream&Expires=1750279491&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc1MDI3OTQ5MX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2RuLWxmcy5oZi5jby9taWNyb3NvZnQvRGlhbG9HUFQtbGFyZ2UvMTE2NWNmMGUyMzY2MTIwNTQwODY5NjE4NGEyOTAyYjUyMDhhNGZmMDhiMDhiMjcyZDFlM2UwM2Q0M2RhODVlNT9yZXNwb25zZS1jb250ZW50LWRpc3Bvc2l0aW9uPSomcmVzcG9uc2UtY29udGVudC10eXBlPSoifV19&Signature=kAile1wzpoEwkmdlGehWFeG6gfhFAu9q2Iac~-vdVPZbRPXuk8Y5nc15QP8UaFO99LG4BVCF~tWrx5WM6NLhAOgQRDWr7cCC4wJZkLjOmsWN-r3riN0oPHl6N3kSbh7KgIoxquWNqBDxFgrAfrBDlXPVWs48nFYIoRSk6AZzkUW3maJSXJAjZKdt2yVeeBV5zsdBht9bCyQ3ghxUKPpzxJZgMd~3-AxfChR9bKfYjAs6X33XCqlXl~7btj9GzzxY-HhsIokbrVSVL-3iU9kmz015dlysI1O0UY57-D30Ly~SrKlc94Y9cWlDmywFEVAiWWHakTVJtvGcEAtLz7R50g__&Key-Pair-Id=K3RPWS32NSSJCE HTTP/1.1" 200 1752292117
2025-06-18 15:45:21,737 | filelock | DEBUG | _api.py:364 | Attempting to release lock 4377282416 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1165cf0e23661205408696184a2902b5208a4ff08b08b272d1e3e03d43da85e5.lock
2025-06-18 15:45:21,741 | filelock | DEBUG | _api.py:367 | Lock 4377282416 released on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/1165cf0e23661205408696184a2902b5208a4ff08b08b272d1e3e03d43da85e5.lock
2025-06-18 15:45:21,795 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/model.safetensors HTTP/1.1" 404 0
2025-06-18 15:45:21,800 | urllib3.connectionpool | DEBUG | connectionpool.py:1049 | Starting new HTTPS connection (1): huggingface.co:443
2025-06-18 15:45:22,073 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/microsoft/DialoGPT-large HTTP/1.1" 200 4589
2025-06-18 15:45:22,381 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/microsoft/DialoGPT-large/commits/main HTTP/1.1" 200 5638
2025-06-18 15:45:22,495 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/microsoft/DialoGPT-large/discussions?p=0 HTTP/1.1" 200 14132
2025-06-18 15:45:22,813 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/microsoft/DialoGPT-large/commits/refs%2Fpr%2F18 HTTP/1.1" 200 6603
2025-06-18 15:45:23,058 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/refs%2Fpr%2F18/model.safetensors.index.json HTTP/1.1" 404 0
2025-06-18 15:45:23,120 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/refs%2Fpr%2F18/model.safetensors HTTP/1.1" 302 0
2025-06-18 15:45:23,128 | filelock | DEBUG | _api.py:331 | Attempting to acquire lock 6319850992 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/09aa5df4cfbf7b6ce7d47d2a0844a228f1c8f619ab2d21973fe110c1ec469fb4.lock
2025-06-18 15:45:23,130 | filelock | DEBUG | _api.py:334 | Lock 6319850992 acquired on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/09aa5df4cfbf7b6ce7d47d2a0844a228f1c8f619ab2d21973fe110c1ec469fb4.lock
2025-06-18 15:45:23,133 | urllib3.connectionpool | DEBUG | connectionpool.py:1049 | Starting new HTTPS connection (1): cdn-lfs.hf.co:443
2025-06-18 15:45:23,269 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://cdn-lfs.hf.co:443 "GET /microsoft/DialoGPT-large/09aa5df4cfbf7b6ce7d47d2a0844a228f1c8f619ab2d21973fe110c1ec469fb4?response-content-disposition=inline%3B+filename*%3DUTF-8%27%27model.safetensors%3B+filename%3D%22model.safetensors%22%3B&Expires=1750279523&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc1MDI3OTUyM319LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2RuLWxmcy5oZi5jby9taWNyb3NvZnQvRGlhbG9HUFQtbGFyZ2UvMDlhYTVkZjRjZmJmN2I2Y2U3ZDQ3ZDJhMDg0NGEyMjhmMWM4ZjYxOWFiMmQyMTk3M2ZlMTEwYzFlYzQ2OWZiND9yZXNwb25zZS1jb250ZW50LWRpc3Bvc2l0aW9uPSoifV19&Signature=KBIJcNRDE4xyEpNf9rDkwLF9TK4-F9ikTqgaqxgjz6w0D1CW5HyyodSFOo87pSl6nUoxrigsXNpIE64~7R4uGJrrNgbtsqlM-20ZbPb2Bi-qUwlA19ZTtPi483n0NvL-Tmbi8ePbXpp4XdE9ND2nMBJrR9v4PwD1aqwBKlb5yqbM5-Kmb1bBPQPThtdND0vBgwWbdQ5qPnzGIXol-wejQqr7yKv412K9x8mY14FDC3y-8XJ1vv6OdYVT7ZEXXskdWqRz7aaUlXWz06O8hxeyOJ8WJzr-alS7MUWjMxFv6g6UEsUs53rEX5NRIoDf~eolaHWhoFh8lmmVi06U0k03Pw__&Key-Pair-Id=K3RPWS32NSSJCE HTTP/1.1" 200 1752264928
2025-06-18 15:45:24,513 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/generation_config.json HTTP/1.1" 200 0
2025-06-18 15:45:24,515 | filelock | DEBUG | _api.py:331 | Attempting to acquire lock 6134865424 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/057e43033439e068b325f32af95dde9efc9552ae.lock
2025-06-18 15:45:24,515 | filelock | DEBUG | _api.py:334 | Lock 6134865424 acquired on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/057e43033439e068b325f32af95dde9efc9552ae.lock
2025-06-18 15:45:24,683 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /microsoft/DialoGPT-large/resolve/main/generation_config.json HTTP/1.1" 200 124
2025-06-18 15:45:24,685 | filelock | DEBUG | _api.py:364 | Attempting to release lock 6134865424 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/057e43033439e068b325f32af95dde9efc9552ae.lock
2025-06-18 15:45:24,685 | filelock | DEBUG | _api.py:367 | Lock 6134865424 released on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/057e43033439e068b325f32af95dde9efc9552ae.lock
2025-06-18 15:45:24,797 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /microsoft/DialoGPT-large/resolve/main/custom_generate/generate.py HTTP/1.1" 404 0
2025-06-18 15:45:24,797 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-18 15:45:24,798 | __main__ | INFO | run_pipeline.py:448 | 🤖 Generating enhanced response with microsoft/DialoGPT-large
2025-06-18 15:45:26,354 | pynucleus.llm.llm_runner | INFO | llm_runner.py:163 | Generated response in 1.55s
2025-06-18 15:45:26,354 | __main__ | INFO | run_pipeline.py:470 | ✅ Question processed successfully
2025-06-18 15:45:53,862 | filelock | DEBUG | _api.py:364 | Attempting to release lock 6319850992 on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/09aa5df4cfbf7b6ce7d47d2a0844a228f1c8f619ab2d21973fe110c1ec469fb4.lock
2025-06-18 15:45:53,863 | filelock | DEBUG | _api.py:367 | Lock 6319850992 released on /Users/mohammadalmusaiteer/.cache/huggingface/hub/.locks/models--microsoft--DialoGPT-large/09aa5df4cfbf7b6ce7d47d2a0844a228f1c8f619ab2d21973fe110c1ec469fb4.lock
