2025-06-24 15:21:38,528 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
2025-06-24 15:23:33,861 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-24 15:23:33,863 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-24 15:23:33,863 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [24/Jun/2025 15:23:33] "GET /system_statistics HTTP/1.1" 200 -
2025-06-24 15:23:38,468 | pynucleus.api.app | INFO | app.py:862 | System statistics requested
2025-06-24 15:23:38,469 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-24 15:23:38,469 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-24 15:23:38,470 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-24 15:23:38,470 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [24/Jun/2025 15:23:38] "GET /system_statistics HTTP/1.1" 200 -
2025-06-24 15:24:21,834 | pynucleus.api.app | INFO | app.py:629 | Uploading file: MarkSheet_TEX5WMHM.pdf -> 20250624_152421_dfebb5e3_MarkSheet_TEX5WMHM.pdf (and original in data/02_processed/)
2025-06-24 15:24:21,837 | pynucleus.api.app | INFO | app.py:638 | ✅ Also saved as original filename in processed dir: MarkSheet_TEX5WMHM.pdf
2025-06-24 15:24:21,837 | pynucleus.api.app | INFO | app.py:660 | Ingesting file into vector database: 20250624_152421_dfebb5e3_MarkSheet_TEX5WMHM.pdf
2025-06-24 15:24:22,008 | pynucleus.rag.document_processor | INFO | document_processor.py:185 | Extracted 5120 characters from PDF: 20250624_152421_dfebb5e3_MarkSheet_TEX5WMHM.pdf
2025-06-24 15:24:22,221 | pynucleus.rag.document_processor | INFO | document_processor.py:518 | Attempting table extraction from: 20250624_152421_dfebb5e3_MarkSheet_TEX5WMHM.pdf
2025-06-24 15:24:22,600 | camelot | INFO | lattice.py:407 | Processing page-1
2025-06-24 15:24:22,601 | pynucleus.rag.document_processor | INFO | document_processor.py:568 | Table extraction skipped for 20250624_152421_dfebb5e3_MarkSheet_TEX5WMHM.pdf: Ghostscript not installed (this is optional)
2025-06-24 15:24:22,603 | pynucleus.rag.document_processor | INFO | document_processor.py:131 | Saved cleaned text to: data/02_processed/cleaned_txt/20250624_152421_dfebb5e3_MarkSheet_TEX5WMHM.txt
2025-06-24 15:24:22,728 | pynucleus | INFO | engine.py:91 | Retrieved 1 documents for query
2025-06-24 15:24:22,728 | pynucleus.api.app | INFO | app.py:699 | File successfully ingested and retrievable: 20250624_152421_dfebb5e3_MarkSheet_TEX5WMHM.pdf
2025-06-24 15:24:22,729 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [24/Jun/2025 15:24:22] "POST /upload HTTP/1.1" 200 -
