2025-07-02 01:05:33,905 | diagnostic_runner_file | INFO | runner.py:240 | scripts/validate_rag_factual_accuracy.py - Execution OK
2025-07-02 01:05:33,914 | pynucleus.integration.llm_output_generator | INFO | llm_output_generator.py:21 | Using direct content generation (templates migrated to DSPy)
2025-07-02 01:05:33,914 | pynucleus.integration.llm_output_generator | INFO | llm_output_generator.py:51 | LLM-ready output generated: data/05_output/llm_reports/llm_analysis_system_test_distillation_20250702_010533.md
2025-07-02 01:05:33,914 | diagnostic_runner_file | INFO | runner.py:240 | Enhanced Content Generation: PASSED
2025-07-02 01:05:33,914 | diagnostic_runner_file | WARNING | runner.py:238 | - LLM output generated: llm_analysis_system_test_distillation_20250702_010533.md
2025-07-02 01:05:33,915 | diagnostic_runner_file | INFO | runner.py:240 | Enhanced Content Features: PASSED
2025-07-02 01:05:33,915 | diagnostic_runner_file | WARNING | runner.py:238 | - All enhanced features present
2025-07-02 01:05:33,915 | diagnostic_runner_file | INFO | runner.py:248 | === MOCK INTEGRATION TESTING ===
2025-07-02 01:05:33,917 | diagnostic_runner_file | INFO | runner.py:240 | Mock Integration Setup: PASSED
2025-07-02 01:05:33,917 | diagnostic_runner_file | WARNING | runner.py:238 | - Created 2 test files
2025-07-02 01:05:33,917 | diagnostic_runner_file | INFO | runner.py:240 | Processed JSON: test_config.json (2 keys)
2025-07-02 01:05:33,918 | diagnostic_runner_file | INFO | runner.py:240 | Processed CSV: test_config.csv (2 rows)
2025-07-02 01:05:33,918 | diagnostic_runner_file | INFO | runner.py:240 | Mock Integration Processing: PASSED
2025-07-02 01:05:33,918 | diagnostic_runner_file | WARNING | runner.py:238 | - Processed 2/2 files successfully
2025-07-02 01:05:33,918 | diagnostic_runner_file | INFO | runner.py:248 | === TOKEN UTILITIES TEST ===
2025-07-02 01:05:34,093 | pynucleus.utils.token_utils | INFO | token_utils.py:19 | TokenCounter initialized with model: microsoft/DialoGPT-medium
2025-07-02 01:05:34,094 | diagnostic_runner_file | INFO | runner.py:240 | Token Counting: PASSED
2025-07-02 01:05:34,094 | diagnostic_runner_file | WARNING | runner.py:238 | - Successfully counted 17 tokens
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:248 | === CONFIGURATION MANAGEMENT TEST ===
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Configuration Manager Instantiation: PASSED
2025-07-02 01:05:34,097 | diagnostic_runner_file | WARNING | runner.py:238 | - ConfigManager created successfully
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Configuration Manager with Directory: PASSED
2025-07-02 01:05:34,097 | diagnostic_runner_file | WARNING | runner.py:238 | - ConfigManager with custom directory works
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:248 | === COMPREHENSIVE DIAGNOSTIC REPORT ===
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Execution Time: 0.73 seconds
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Total System Checks: 44
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Passed System Checks: 40
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | --- SCRIPT VALIDATION SUMMARY ---
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Total Scripts Validated: 52
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Healthy Scripts: 30
2025-07-02 01:05:34,097 | diagnostic_runner_file | INFO | runner.py:240 | Script Health Rate: 57.7%
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Execution Success Rate: 56.0% (28/50)
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | --- PIPELINE HEALTH STATUS ---
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | RAG System: HEALTHY
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | DWSIM Integration: HEALTHY
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Overall Integration: ISSUES
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | --- SCRIPT CATEGORY BREAKDOWN ---
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Core Pipeline Scripts: 6/17 (35.3%)
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Integration & LLM Scripts: 13/21 (61.9%)
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Entry Point Scripts: 2/2 (100.0%)
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Test Scripts: 5/8 (62.5%)
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Validation Scripts: 4/4 (100.0%)
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | --- FINAL ASSESSMENT ---
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | Overall Success Rate: 90.9%
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | SYSTEM STATUS: VERY GOOD
2025-07-02 01:05:34,098 | diagnostic_runner_file | INFO | runner.py:240 | System is in excellent condition with minor issues.
2025-07-02 01:05:34,099 | diagnostic_runner_file | INFO | runner.py:240 | Script validation results saved to: data/validation/diagnostic_results/diagnostic_script_validation_20250702_010534.json
